YYYY,DOY,HR,MN,1,2,3,4,5,6,7
2012,60,10,25,-5,2.28,2.44,468.2,1.91,21,-13
2012,60,10,26,-4.89,2.89,2.06,99999.9,99.99,23,-13
2012,60,10,27,-4.9,2.86,2.04,99999.9,99.99,22,-13
2012,60,10,28,-4.87,2.89,2.01,464.3,1.85,21,-14
2012,60,10,29,-4.87,2.89,2.01,464.3,1.85,17,-14
2012,60,10,30,-4.88,2.98,2.01,464.3,1.85,14,-14
2012,60,10,31,-4.88,2.98,2.01,99999.9,99.99,14,-14
2012,60,10,32,-4.82,3,2.01,99999.9,99.99,14,-14
2012,60,10,33,-4.82,3,2,99999.9,99.99,14,-14
2012,60,10,34,-4.83,2.96,2,99999.9,99.99,17,-14
2012,60,10,35,9999.99,9999.99,9999.99,99999.9,99.99,22,-14
2012,60,10,36,-4.8,2.9,2.01,99999.9,99.99,22,-14
2012,60,10,37,9999.99,9999.99,9999.99,99999.9,99.99,22,-14
2012,60,10,38,-4.76,2.88,1.99,99999.9,99.99,22,-14
2012,60,10,39,9999.99,9999.99,9999.99,99999.9,99.99,23,-14
2012,60,10,40,-4.77,2.73,2.11,99999.9,99.99,22,-14
2012,60,10,41,-4.76,2.49,2.45,463.2,1.88,19,-14
2012,60,10,42,-4.76,2.49,2.45,463.2,1.88,17,-14
2012,60,10,43,-4.75,2.52,2.37,463.2,1.88,17,-14
2012,60,10,44,9999.99,9999.99,9999.99,99999.9,99.99,18,-14
2012,60,10,45,-4.81,2.54,2.22,99999.9,99.99,19,-14
2012,60,10,46,-4.84,2.53,2.12,99999.9,99.99,19,-14
2012,60,10,47,-4.84,2.53,2.12,99999.9,99.99,18,-15
2012,60,10,48,-4.74,2.41,2.49,99999.9,99.99,18,-15
2012,60,10,49,9999.99,9999.99,9999.99,99999.9,99.99,18,-15
2012,60,10,50,-4.98,2.59,2.22,99999.9,99.99,18,-15
2012,60,10,51,-5.17,2.68,2.18,464.5,1.69,18,-15
2012,60,10,52,-5.17,2.68,2.18,464.5,1.69,19,-15
2012,60,10,53,-5.1,2.63,2.19,464.5,1.69,19,-15
2012,60,10,54,-5.1,2.7,2.21,99999.9,99.99,19,-15
2012,60,10,55,-5.19,2.67,2.37,464.8,1.65,19,-15
2012,60,10,56,-5.25,2.73,2.35,464.8,1.65,20,-15
2012,60,10,57,-5.28,2.68,2.32,464.8,1.65,19,-15
2012,60,10,58,-5.27,2.71,2.39,99999.9,99.99,20,-14
2012,60,10,59,-5.31,2.72,2.29,464.8,1.53,19,-14
2012,60,11,0,-5.28,2.74,2.38,464.8,1.53,20,-14
2012,60,11,1,-5.29,2.67,2.42,99999.9,99.99,20,-14
2012,60,11,2,-5.27,2.76,2.32,99999.9,99.99,21,-14
2012,60,11,3,-5.25,2.68,2.42,99999.9,99.99,24,-14
2012,60,11,4,9999.99,9999.99,9999.99,99999.9,99.99,23,-13
2012,60,11,5,-5.24,2.73,2.39,99999.9,99.99,21,-13
2012,60,11,6,9999.99,9999.99,9999.99,99999.9,99.99,21,-13
2012,60,11,7,-5.24,2.66,2.4,465.2,1.64,20,-13
2012,60,11,8,-5.24,2.66,2.4,465.2,1.64,16,-13
2012,60,11,9,9999.99,9999.99,9999.99,465.2,1.64,17,-13
2012,60,11,10,9999.99,9999.99,9999.99,99999.9,99.99,18,-14
2012,60,11,11,-5.25,2.66,2.35,99999.9,99.99,18,-14
2012,60,11,12,9999.99,9999.99,9999.99,99999.9,99.99,18,-14
2012,60,11,13,9999.99,9999.99,9999.99,99999.9,99.99,17,-14
2012,60,11,14,9999.99,9999.99,9999.99,99999.9,99.99,19,-14
2012,60,11,15,-5.26,2.61,2.37,99999.9,99.99,19,-14
2012,60,11,16,9999.99,9999.99,9999.99,99999.9,99.99,21,-14
2012,60,11,17,9999.99,9999.99,9999.99,99999.9,99.99,20,-14
2012,60,11,18,9999.99,9999.99,9999.99,99999.9,99.99,20,-14
2012,60,11,19,-5.29,2.58,2.41,99999.9,99.99,20,-13
2012,60,11,20,9999.99,9999.99,9999.99,99999.9,99.99,21,-13
2012,60,11,21,9999.99,9999.99,9999.99,99999.9,99.99,21,-13
2012,60,11,22,-5.23,2.46,2.59,465.6,1.62,19,-13
2012,60,11,23,-5.24,2.51,2.55,465.6,1.62,19,-13
2012,60,11,24,-5.23,2.51,2.55,465.2,1.65,21,-14
2012,60,11,25,-5.23,2.53,2.54,465.2,1.65,22,-14
2012,60,11,26,-5.25,2.58,2.52,464.2,1.64,22,-14
2012,60,11,27,-5.08,2.39,2.7,463.3,1.67,21,-14
2012,60,11,28,-5.01,2.21,2.77,462.6,1.78,20,-14
2012,60,11,29,-5.29,2.34,2.22,463.2,1.88,20,-14
2012,60,11,30,-5.16,2.08,2.97,465.9,1.77,19,-14
2012,60,11,31,-5.3,2.67,2.18,466.3,1.75,20,-14
2012,60,11,32,-5.3,2.5,2.45,468,1.73,19,-14
2012,60,11,33,-5.25,2.32,2.78,468,1.73,21,-14
2012,60,11,34,-5.27,2.09,2.73,467.5,1.65,21,-14
2012,60,11,35,-5.23,1.85,2.88,466.9,1.63,21,-14
2012,60,11,36,-5.17,1.92,2.89,466.2,1.7,20,-13
2012,60,11,37,-5.13,1.95,2.87,466.2,1.7,22,-13
2012,60,11,38,-5.11,1.92,2.93,461.4,1.86,21,-13
2012,60,11,39,-5.05,1.74,3.01,459.6,1.93,21,-13
2012,60,11,40,-5.19,1.72,2.85,462.3,1.81,20,-13
2012,60,11,41,-5.27,1.79,2.79,457.8,1.9,21,-13
2012,60,11,42,-5.32,1.87,2.6,458.4,1.9,21,-13
2012,60,11,43,-5.41,1.57,2.74,456.5,1.95,21,-13
2012,60,11,44,9999.99,9999.99,9999.99,453.6,1.95,20,-13
2012,60,11,45,-5.4,1.45,2.85,99999.9,99.99,20,-13
2012,60,11,46,-5.42,1.43,2.81,99999.9,99.99,19,-13
2012,60,11,47,-5.43,1.46,2.83,99999.9,99.99,18,-13
2012,60,11,48,-5.43,1.45,2.81,453.4,1.94,17,-13
2012,60,11,49,-5.43,1.45,2.81,453.4,1.94,18,-13
2012,60,11,50,-5.42,1.45,2.8,453.4,1.94,20,-14
2012,60,11,51,-5.42,1.45,2.8,99999.9,99.99,20,-14
2012,60,11,52,-5.42,1.43,2.81,99999.9,99.99,19,-14
2012,60,11,53,-5.4,1.52,2.82,99999.9,99.99,18,-14
2012,60,11,54,-5.44,1.47,2.81,454.6,1.93,17,-14
2012,60,11,55,-5.46,1.33,2.79,454.3,1.93,17,-13
2012,60,11,56,-5.46,1.37,2.72,453.9,1.94,17,-14
2012,60,11,57,-5.44,1.39,2.82,454.6,2.05,17,-14
2012,60,11,58,-5.5,1.7,2.63,454.6,2.05,18,-14
2012,60,11,59,-5.46,1.56,2.67,455.3,2.02,22,-14
2012,60,12,0,-5.45,1.51,2.73,455.3,2.02,23,-14
2012,60,12,1,-5.52,1.74,2.65,458.5,2.06,20,-14
2012,60,12,2,-5.61,1.2,2.83,458.5,2.06,19,-14
2012,60,12,3,-5.55,1.47,2.84,456.9,2.08,22,-14
2012,60,12,4,-5.55,1.74,2.68,456.9,2.09,23,-14
2012,60,12,5,-5.6,1.67,2.7,457.1,2.14,21,-14
2012,60,12,6,-5.58,1.63,2.8,457.1,2.14,16,-14
2012,60,12,7,-5.6,1.55,2.79,99999.9,99.99,17,-14
2012,60,12,8,-5.59,1.55,2.83,99999.9,99.99,17,-14
2012,60,12,9,-5.6,2,2.51,456.7,2.11,17,-14
2012,60,12,10,-5.62,2.01,2.54,457.1,2.16,16,-14
2012,60,12,11,-5.6,1.98,2.56,456.4,2.13,17,-15
2012,60,12,12,-5.61,1.97,2.54,455.3,2.1,18,-15
2012,60,12,13,-5.6,1.81,2.56,456.4,2.13,21,-15
2012,60,12,14,-5.68,1.76,2.78,456.7,2.14,21,-15
2012,60,12,15,-5.86,0.98,2.98,456.9,2.17,19,-15
2012,60,12,16,-5.91,0.78,2.93,455.2,2.1,18,-15
2012,60,12,17,-6,1.05,2.7,456,2.08,21,-15
2012,60,12,18,-6.1,0.67,2.8,456.5,2.05,28,-15
2012,60,12,19,-6.11,0.25,2.85,456.2,2.03,27,-15
2012,60,12,20,-6.07,1.11,2.74,456.2,2.03,22,-15
2012,60,12,21,-6.02,1.26,2.85,99999.9,99.99,19,-15
2012,60,12,22,-6.04,1.33,2.83,99999.9,99.99,19,-15
2012,60,12,23,-6.12,1.21,2.73,456.5,1.95,18,-15
2012,60,12,24,-6.03,1.12,2.94,456.5,1.95,18,-15
2012,60,12,25,-5.98,1.43,2.87,99999.9,99.99,19,-15
2012,60,12,26,-6.05,0.96,2.99,99999.9,99.99,18,-15
2012,60,12,27,9999.99,9999.99,9999.99,99999.9,99.99,18,-15
2012,60,12,28,9999.99,9999.99,9999.99,99999.9,99.99,20,-15
2012,60,12,29,-6,1.08,3.01,99999.9,99.99,23,-15
2012,60,12,30,-5.62,3.07,1.59,457.1,2.02,21,-14
2012,60,12,31,-6.12,2.2,1.47,455.1,2.02,20,-14
2012,60,12,32,-6.14,2.09,1.94,452.2,2.02,19,-15
2012,60,12,33,-5.81,2.49,2.28,454.7,2.08,20,-15
2012,60,12,34,-5.96,1.95,2.57,455,2.07,22,-15
2012,60,12,35,-5.95,1.96,2.58,453.2,2.05,19,-14
2012,60,12,36,-5.95,2.22,2.29,454.3,2.08,21,-14
2012,60,12,37,-6.09,1.97,2.37,455.8,2.05,22,-15
2012,60,12,38,-5.9,2.07,2.58,456.2,2.01,21,-14
2012,60,12,39,-6.11,1.58,2.57,456.6,2.02,21,-14
2012,60,12,40,-6.07,1.4,2.8,457.5,2.02,19,-14
2012,60,12,41,-5.82,1.91,2.78,457.2,2.08,19,-14
2012,60,12,42,9999.99,9999.99,9999.99,456.6,2.06,22,-14
2012,60,12,43,-5.05,4.27,2.2,448.5,1.99,21,-14
2012,60,12,44,-5.16,4.16,2.21,448.9,2,21,-14
2012,60,12,45,9999.99,9999.99,9999.99,449,2.02,21,-14
2012,60,12,46,9999.99,9999.99,9999.99,99999.9,99.99,24,-14
2012,60,12,47,-5.02,4.31,2.28,99999.9,99.99,24,-14
2012,60,12,48,-5.18,4.13,2.29,449.4,2.07,25,-14
2012,60,12,49,-5.14,4.16,2.34,449.4,2.07,25,-14
2012,60,12,50,-5.39,3.81,2.38,99999.9,99.99,26,-14
2012,60,12,51,-5.44,3.8,2.3,449.9,2.02,27,-14
2012,60,12,52,-5.4,3.86,2.28,449.9,2.02,27,-14
2012,60,12,53,9999.99,9999.99,9999.99,99999.9,99.99,27,-14
2012,60,12,54,-5.37,3.94,2.23,99999.9,99.99,24,-13
2012,60,12,55,-5.41,3.83,2.34,99999.9,99.99,24,-14
2012,60,12,56,9999.99,9999.99,9999.99,99999.9,99.99,23,-14
2012,60,12,57,-5.31,4.05,2.14,99999.9,99.99,23,-14
2012,60,12,58,-5.29,4.14,2.02,99999.9,99.99,24,-14
2012,60,12,59,-5.26,4.26,1.81,449.5,2.08,22,-14
2012,60,13,0,-5.26,4.26,1.82,449.5,2.08,24,-14
2012,60,13,1,-5.35,4.13,1.93,449.5,2.08,27,-14
2012,60,13,2,-5.43,3.96,2.08,99999.9,99.99,28,-14
2012,60,13,3,-5.4,4.11,1.93,450.5,2.04,24,-14
2012,60,13,4,-5.39,3.99,2.3,450.5,2.04,27,-14
2012,60,13,5,-5.44,3.9,2.37,450.5,2.04,27,-14
2012,60,13,6,-5.47,3.79,2.48,450.5,2.03,28,-14
2012,60,13,7,-5.51,3.62,2.73,450.5,2.03,31,-14
2012,60,13,8,-5.52,3.43,2.93,450.5,2.03,29,-14
2012,60,13,9,-5.53,4,2.59,451.5,1.95,26,-14
2012,60,13,10,-5.49,4.07,2.53,454.4,1.93,26,-14
2012,60,13,11,-5.62,3.68,2.63,456.6,1.86,26,-14
2012,60,13,12,-5.68,3.49,2.76,453.5,2.08,25,-14
2012,60,13,13,-5.82,3.25,2.65,452.3,1.99,25,-14
2012,60,13,14,-5.79,3.52,2.51,454.5,2,26,-14
2012,60,13,15,-5.79,3.48,2.55,454.3,1.97,28,-14
2012,60,13,16,-5.6,3.64,2.76,453.2,2.02,27,-14
2012,60,13,17,-5.62,3.82,2.59,452.8,1.91,27,-14
2012,60,13,18,-5.95,3.25,2.37,452.4,1.85,24,-14
2012,60,13,19,-5.96,3.26,2.31,453.7,2.02,26,-13
2012,60,13,20,-5.94,3.26,2.34,454.4,2.1,29,-13
2012,60,13,21,-5.88,3.34,2.44,454.4,2.1,30,-13
2012,60,13,22,-5.93,3.3,2.47,99999.9,99.99,27,-13
2012,60,13,23,-5.64,3.88,2.51,99999.9,99.99,27,-13
2012,60,13,24,-5.59,3.85,2.62,99999.9,99.99,24,-13
2012,60,13,25,-5.59,4.03,2.42,457.1,2,26,-14
2012,60,13,26,-5.58,3.95,2.51,457.1,2,24,-14
2012,60,13,27,-5.64,3.88,2.49,99999.9,99.99,24,-14
2012,60,13,28,-5.68,3.81,2.51,455.6,2,25,-14
2012,60,13,29,-5.63,3.83,2.58,455.6,2,24,-13
2012,60,13,30,-5.57,3.8,2.73,455.3,1.99,22,-13
2012,60,13,31,-5.53,3.82,2.8,455.1,1.98,25,-13
2012,60,13,32,-5.58,3.77,2.78,455.1,1.98,24,-13
2012,60,13,33,-5.61,3.72,2.76,99999.9,99.99,24,-13
2012,60,13,34,-5.59,3.71,2.77,455.6,2.06,26,-13
2012,60,13,35,-5.55,3.69,2.83,455.6,2.06,29,-13
2012,60,13,36,-5.58,3.71,2.73,455.6,2.06,30,-13
2012,60,13,37,-5.61,3.7,2.73,99999.9,99.99,26,-13
2012,60,13,38,-5.58,3.79,2.72,99999.9,99.99,26,-13
2012,60,13,39,-5.52,3.91,2.69,454.9,1.97,25,-13
2012,60,13,40,-5.6,3.78,2.66,454.9,1.97,25,-13
2012,60,13,41,-5.74,3.64,2.57,455.4,2.01,29,-13
2012,60,13,42,-5.77,3.58,2.6,455.4,2.01,27,-13
2012,60,13,43,-5.83,3.59,2.46,455.4,2.01,29,-13
2012,60,13,44,-5.92,3.53,2.32,456.6,1.97,29,-13
2012,60,13,45,-5.91,3.59,2.27,456.6,1.97,29,-13
2012,60,13,46,-5.84,3.58,2.42,456.6,1.97,30,-12
2012,60,13,47,-5.86,3.55,2.42,99999.9,99.99,27,-12
2012,60,13,48,-5.86,3.53,2.41,99999.9,99.99,28,-12
2012,60,13,49,-5.82,3.56,2.47,99999.9,99.99,32,-12
2012,60,13,50,-5.94,3.53,2.28,99999.9,99.99,32,-12
2012,60,13,51,-5.93,3.51,2.28,454.5,1.96,34,-12
2012,60,13,52,-5.96,3.49,2.28,454.5,1.96,32,-12
2012,60,13,53,-6.01,3.45,2.18,99999.9,99.99,30,-12
2012,60,13,54,-6.06,3.37,2.18,454.3,1.99,28,-11
2012,60,13,55,-6.06,3.34,2.2,454.3,1.99,31,-11
2012,60,13,56,-6.05,3.3,2.24,99999.9,99.99,30,-11
2012,60,13,57,-6.03,3.35,2.21,99999.9,99.99,29,-12
2012,60,13,58,-6.05,3.34,2.21,99999.9,99.99,31,-12
2012,60,13,59,-6.09,3.33,2.09,99999.9,99.99,31,-12
2012,60,14,0,-6.13,3.29,1.99,454.5,1.95,33,-12
2012,60,14,1,-6.18,3.18,2.1,454.5,1.95,35,-12
2012,60,14,2,-6.21,3.23,2.01,453.5,1.96,33,-12
2012,60,14,3,-6.24,3.16,1.98,453.5,1.96,33,-12
2012,60,14,4,-6.21,3.12,2.07,99999.9,99.99,34,-12
2012,60,14,5,-6.23,3.13,1.96,99999.9,99.99,34,-12
2012,60,14,6,-6.27,3.13,1.95,454.5,1.93,34,-12
2012,60,14,7,-6.25,3.16,1.93,454.5,1.93,31,-12
2012,60,14,8,-6.28,3.11,1.94,454.1,1.92,31,-12
2012,60,14,9,-6.31,3.06,1.93,453.2,1.9,33,-12
2012,60,14,10,-5.97,2.54,2.31,453.6,2.06,29,-12
2012,60,14,11,-6.03,2.7,2.12,453.9,2.32,32,-12
2012,60,14,12,-5.92,2.8,2.08,453.1,2.17,32,-12
2012,60,14,13,-5.92,2.99,2.03,452.6,1.91,35,-12
2012,60,14,14,-5.84,2.88,2.24,99999.9,99.99,32,-12
2012,60,14,15,-5.89,2.87,2.18,452.4,2.38,31,-12
2012,60,14,16,-5.66,3.13,2.09,452.6,2.37,30,-12
2012,60,14,17,-5.42,3.44,2.06,453.7,2.3,29,-12
2012,60,14,18,-5.61,3.2,2.16,452.3,2.14,28,-12
2012,60,14,19,-5.65,3.17,2.23,451.1,2.34,26,-12
2012,60,14,20,-5.65,3.26,2.14,450.9,2.26,31,-12
2012,60,14,21,-5.56,3.19,2.23,451.4,2.05,39,-11
2012,60,14,22,-5.92,2.95,2.07,451.2,2.33,41,-11
2012,60,14,23,-5.98,2.95,2.03,448.8,2.31,39,-12
2012,60,14,24,-5.94,3.04,2.04,450.2,2.05,35,-11
2012,60,14,25,-5.88,3.13,1.99,451.4,1.91,38,-12
2012,60,14,26,-6,3.05,1.95,452.6,2.13,46,-12
2012,60,14,27,-5.98,3.02,1.96,450,2.14,44,-11
2012,60,14,28,-5.92,3.06,1.99,448.3,2.28,43,-12
2012,60,14,29,-5.89,3.1,1.98,99999.9,99.99,44,-12
2012,60,14,30,-5.83,3.11,2.05,448.6,2.33,45,-12
2012,60,14,31,-5.81,3.1,2.04,449.3,2.3,42,-12
2012,60,14,32,-5.86,3.09,2.08,454.3,2.02,45,-12
2012,60,14,33,-5.84,3.1,2.12,452.1,2.07,45,-12
2012,60,14,34,-5.7,3.14,2.17,450.9,2.1,42,-12
2012,60,14,35,-5.8,3.04,2.13,452.6,1.99,42,-12
2012,60,14,36,-5.83,3.05,2.09,452,2.18,41,-12
2012,60,14,37,-5.86,3.09,2.11,452.2,2.08,38,-12
2012,60,14,38,-5.42,3.41,1.83,451.8,1.99,37,-12
2012,60,14,39,-5.04,3.6,2.36,449,2.31,42,-12
2012,60,14,40,-4.98,3.74,2.49,449,2.31,46,-12
2012,60,14,41,-4.97,3.79,2.41,99999.9,99.99,47,-12
2012,60,14,42,-4.86,3.89,2.51,448.8,2.2,44,-12
2012,60,14,43,-5.09,3.76,2.19,448.8,2.2,38,-12
2012,60,14,44,-5.04,3.83,2.16,448.6,2.21,36,-12
2012,60,14,45,-5.04,3.85,2.05,448.6,2.21,39,-12
2012,60,14,46,-5.03,3.8,2.06,448.6,2.21,48,-12
2012,60,14,47,-5.06,3.8,2.06,448.3,2.28,54,-12
2012,60,14,48,-5.1,3.83,1.95,448.3,2.28,52,-12
2012,60,14,49,-5.1,3.88,1.89,448.2,2.26,48,-12
2012,60,14,50,-5.08,3.94,1.84,449.7,2.22,44,-11
2012,60,14,51,-5.08,3.97,1.84,453.6,2.12,42,-11
2012,60,14,52,-5.08,3.92,1.94,449.3,2.22,44,-11
2012,60,14,53,-5.07,3.92,2.01,451.7,2.2,45,-11
2012,60,14,54,-5.05,3.96,1.93,454.5,2.19,42,-11
2012,60,14,55,-5.06,3.96,1.77,451.8,2.16,43,-11
2012,60,14,56,-5.13,3.61,2.02,452.5,2.22,42,-11
2012,60,14,57,-5.18,3.27,2.19,452.3,2.3,42,-11
2012,60,14,58,-4.48,4.04,1.68,452.1,2.33,43,-11
2012,60,14,59,-4.39,4.15,1.69,450.5,2.64,46,-10
2012,60,15,0,-4.25,4.4,1.55,450.5,2.64,50,-10
2012,60,15,1,-4.49,4.03,1.75,99999.9,99.99,51,-10
2012,60,15,2,-4.44,4.13,1.89,99999.9,99.99,50,-10
2012,60,15,3,-4.47,4.36,1.78,449.9,2.53,46,-10
2012,60,15,4,-4.48,4.35,1.9,449.9,2.53,43,-10
2012,60,15,5,-4.54,4.32,1.89,449.9,2.53,42,-10
2012,60,15,6,-4.41,4.43,1.92,99999.9,99.99,43,-10
2012,60,15,7,-4.3,4.52,1.98,450.7,2.39,44,-10
2012,60,15,8,-4.34,4.47,2.05,450.7,2.39,43,-10
2012,60,15,9,-4.43,4.38,2.08,99999.9,99.99,42,-10
2012,60,15,10,-4.44,4.37,2.04,99999.9,99.99,45,-10
2012,60,15,11,-4.46,4.34,2.09,99999.9,99.99,48,-10
2012,60,15,12,-4.44,4.34,2.12,449.4,2.35,53,-10
2012,60,15,13,-4.07,4.59,2.17,449.4,2.35,55,-10
2012,60,15,14,-3.77,4.75,2.26,99999.9,99.99,56,-10
2012,60,15,15,-3.72,4.71,2.27,99999.9,99.99,54,-10
2012,60,15,16,-3.77,4.61,2.31,449.6,2.52,54,-9
2012,60,15,17,-3.71,4.61,2.41,449.6,2.52,53,-9
2012,60,15,18,-3.72,4.59,2.42,99999.9,99.99,52,-9
2012,60,15,19,-3.8,4.49,2.46,99999.9,99.99,58,-9
2012,60,15,20,-3.74,4.52,2.52,449.2,2.51,63,-9
2012,60,15,21,-3.78,4.51,2.52,449.2,2.51,68,-9
2012,60,15,22,-3.7,4.53,2.55,99999.9,99.99,71,-9
2012,60,15,23,-3.71,4.5,2.51,448.7,2.48,69,-9
2012,60,15,24,-3.74,4.43,2.56,448.7,2.48,63,-9
2012,60,15,25,-3.83,4.38,2.62,448.7,2.48,53,-9
2012,60,15,26,-3.83,4.36,2.64,99999.9,99.99,47,-9
2012,60,15,27,-4.13,4.24,2.5,448.8,2.46,40,-9
2012,60,15,28,-4.17,4.2,2.45,448.8,2.46,36,-9
2012,60,15,29,-4.17,4.23,2.44,448.8,2.46,36,-9
2012,60,15,30,-4.23,4.14,2.47,99999.9,99.99,36,-9
2012,60,15,31,-4.25,4.17,2.48,99999.9,99.99,38,-9
2012,60,15,32,-4.37,4.15,2.39,99999.9,99.99,43,-9
2012,60,15,33,-4.33,4.17,2.42,445.6,2.41,48,-9
2012,60,15,34,-4.44,4.13,2.34,445.6,2.41,49,-9
2012,60,15,35,-4.46,4.13,2.22,445.6,2.41,45,-9
2012,60,15,36,-4.4,4.1,2.28,449.5,2.49,42,-9
2012,60,15,37,-4.38,4.06,2.35,449.5,2.49,38,-9
2012,60,15,38,-4.41,4.08,2.36,449.5,2.49,37,-9
2012,60,15,39,-4.57,4.09,2.27,99999.9,99.99,35,-9
2012,60,15,40,-4.67,3.97,1.78,450.2,2.46,32,-9
2012,60,15,41,-4.75,4.03,1.83,450.2,2.42,34,-9
2012,60,15,42,-4.76,4.04,1.96,450.5,2.33,37,-9
2012,60,15,43,-4.59,4.04,2.21,450.5,2.38,39,-9
2012,60,15,44,-4.66,4.01,2.14,450.3,2.45,38,-9
2012,60,15,45,-4.71,4.11,1.98,99999.9,99.99,32,-10
2012,60,15,46,9999.99,9999.99,9999.99,99999.9,99.99,29,-10
2012,60,15,47,-4.69,4.01,2.2,450.1,2.29,28,-10
2012,60,15,48,-4.67,4.03,2.33,450.1,2.29,30,-10
2012,60,15,49,-4.69,4,2.34,99999.9,99.99,31,-10
2012,60,15,50,-4.76,3.92,2.35,99999.9,99.99,30,-10
2012,60,15,51,-4.86,3.86,2.28,99999.9,99.99,30,-10
2012,60,15,52,-4.91,4,1.95,448.7,2.23,35,-10
2012,60,15,53,-4.85,3.99,2.13,448.7,2.23,40,-10
2012,60,15,54,-4.84,4.01,2.07,448.7,2.23,40,-9
2012,60,15,55,-4.74,3.94,2.3,449.9,2.21,36,-9
2012,60,15,56,-4.8,3.95,2.24,449.9,2.21,31,-9
2012,60,15,57,-4.88,4.07,1.94,447.8,2.29,27,-9
2012,60,15,58,-4.83,4.1,2.04,447.8,2.29,25,-9
2012,60,15,59,-4.78,4.15,2.04,447.8,2.29,26,-9
2012,60,16,0,-4.79,4.07,2.08,99999.9,99.99,27,-8
2012,60,16,1,-4.8,4.01,2.14,99999.9,99.99,29,-8
2012,60,16,2,-4.8,4.01,2.15,99999.9,99.99,28,-8
2012,60,16,3,-4.79,4.02,2.14,449.6,2.26,30,-8
2012,60,16,4,-4.81,4,2.08,449.6,2.26,31,-8
2012,60,16,5,-3.98,4.09,2.64,447.2,2.5,30,-8
2012,60,16,6,-3.54,4.39,2.92,442.8,2.45,29,-8
2012,60,16,7,-4,4.33,2.6,443.7,2.46,28,-7
2012,60,16,8,-3.96,4.25,2.72,440.7,2.32,26,-7
2012,60,16,9,-4.17,4.27,2.57,444.3,2.43,28,-7
2012,60,16,10,-4.19,4.2,2.61,442.9,2.33,33,-7
2012,60,16,11,-4.4,4.33,2.19,444.5,2.3,32,-7
2012,60,16,12,-4.43,4.22,2.25,444.2,2.35,27,-7
2012,60,16,13,-4.34,4.32,2.19,443.6,2.36,23,-7
2012,60,16,14,-4.29,4.45,1.99,443,2.37,18,-7
2012,60,16,15,-4.21,4.47,1.9,443,2.37,18,-8
2012,60,16,16,-3.97,4.53,2.19,99999.9,99.99,21,-8
2012,60,16,17,-4.12,4.41,2.11,99999.9,99.99,21,-8
2012,60,16,18,-4.19,4.31,2.18,440.8,2.58,19,-8
2012,60,16,19,-4.35,4.28,2.19,441.2,2.48,24,-8
2012,60,16,20,-4.78,4.29,1.91,443.5,2.37,23,-8
2012,60,16,21,-5.05,4.22,1.25,447.2,2.35,20,-8
2012,60,16,22,-4.73,4.32,1.99,447.4,2.33,20,-8
2012,60,16,23,-4.68,4.27,2.01,446.7,2.33,22,-8
2012,60,16,24,-4.8,4.13,1.86,445.9,2.4,22,-8
2012,60,16,25,-4.9,4.09,1.6,447,2.32,21,-8
2012,60,16,26,-4.82,4.15,1.78,447,2.32,20,-8
2012,60,16,27,-4.76,4.34,2.04,447.6,2.22,22,-8
2012,60,16,28,-4.67,4.43,2.43,447.5,2.31,23,-8
2012,60,16,29,-4.53,4.46,2.68,447.5,2.01,31,-7
2012,60,16,30,-4.55,4.44,2.62,447.5,2.01,34,-8
2012,60,16,31,-4.55,4.49,2.54,447.3,2.13,36,-8
2012,60,16,32,-4.36,4.51,2.81,447.1,2.11,43,-7
2012,60,16,33,-4.52,4.68,2.51,446.5,2.02,46,-8
2012,60,16,34,-4.36,4.72,2.64,447,2.01,57,-7
2012,60,16,35,-4.44,4.78,2.42,447.4,2.11,56,-7
2012,60,16,36,-4.54,4.74,2.12,445.3,2.09,57,-7
2012,60,16,37,-4.65,4.84,1.83,445.2,2.25,62,-7
2012,60,16,38,-4.75,4.52,2.18,445.7,2.15,65,-7
2012,60,16,39,-4.72,4.31,2.52,445.9,2.15,66,-7
2012,60,16,40,-4.72,4.43,2.12,446,2.24,89,-7
2012,60,16,41,-4.65,4.34,2.33,446.9,2.4,94,-7
2012,60,16,42,-4.43,4.27,2.44,446.8,2.45,76,-7
2012,60,16,43,-4.33,4.44,2.12,443.8,2.75,77,-7
2012,60,16,44,-4.43,4.47,2,445.1,2.59,78,-6
2012,60,16,45,-4.58,4.36,1.93,445.6,2.53,80,-6
2012,60,16,46,-4.62,4.23,1.95,446.2,2.66,72,-6
2012,60,16,47,-4.46,4.26,1.87,446.5,2.71,74,-6
2012,60,16,48,-4.48,4.23,1.61,447.1,2.77,75,-6
2012,60,16,49,-4.58,4.37,1.59,447.5,2.82,78,-6
2012,60,16,50,-4.75,4.31,1.44,447.4,2.68,82,-5
2012,60,16,51,-4.83,4.26,1.3,447.4,2.62,71,-5
2012,60,16,52,-4.87,4.26,1.09,445.9,2.67,68,-5
2012,60,16,53,-4.86,4.28,1.04,446,2.67,65,-5
2012,60,16,54,-4.86,4.31,1,447,2.6,66,-5
2012,60,16,55,-4.8,4.24,0.97,448.2,2.65,62,-5
2012,60,16,56,-4.7,4.28,1.07,448.6,2.66,51,-4
2012,60,16,57,-4.79,4.45,1.23,444.4,2.45,62,-4
2012,60,16,58,-4.6,4.46,1.36,444.4,2.45,67,-3
2012,60,16,59,-4.53,4.49,1.32,446.4,2.65,67,-3
2012,60,17,0,-4.75,4.46,1.08,446.7,2.68,57,-3
